urn|authority_name|canonical_id|mads_file|alt_ids|related_works|urn_status|redirect_to|created_by|edited_by|
urn:cite:perseus:primauth.141.1|"Apollinarius Epigrammaticus 2. Jh. n. Chr"|tlg0122|"PrimaryAuthors/A/Apollinarius%2C%20epigrammatist/apollinarius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.142.1|"Apollodorus Carystius 4./3. Jh. v. Chr"|tlg0411|"PrimaryAuthors/A/Apollodorus%20Carystius/ApollodorusCarystius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.143.1|"Apollodorus Gelous 4./3. Jh. v. Chr"|tlg0413|"PrimaryAuthors/A/Apollodorus%20Gelous/ApollodorusGelous.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.144.1|"Apollodorus Lyricus ca. 6. Jh. v. Chr"|tlg0365|"PrimaryAuthors/A/Apollodorus%20Lyricus/ApollodorusLyricus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.145.1|"Apollodorus Seleucensis 2. Jh. v. Chr"|tlg1166|"PrimaryAuthors/A/Apollodorus%20Seleucensis/ApollodorusSeleucensis.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.146.1|"Apollodorus of Athens"|tlg0549|"PrimaryAuthors/A/Apollodorus%20of%20Athens/n84107769.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.147.1|"Apollodorus"|tlg0548|"PrimaryAuthors/A/Apollodorus/n84-179566.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.148.1|"Apollonides Smyrnaeus 1. Jh. n. Chr"|tlg0124|"PrimaryAuthors/A/Apollonides%2C%20epigrammatist/ApollonidesSmyrnaeus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.149.1|"Apollonides Tragicus 3./2. Jh. v. Chr"|tlg0345|"PrimaryAuthors/A/Apollonides%20Tragicus/ApollonidesTragicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.150.1|"Apollonius Biographus ca. 2. Jh. n. Chr"|tlg1167|"PrimaryAuthors/A/Apollonius%20Biographus/ApolloniusBiographus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.151.1|"Apollonius Rhodius"|tlg0001|"PrimaryAuthors/A/Apollonius%20Rhodius/n80-8541.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.152.1|"Apollonius Sophista fl.1. Jh"|tlg1168|"PrimaryAuthors/A/Apollonius%20Sophista/ApolloniusSophista.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.153.1|"Apollonius of Perga"|tlg0550|"PrimaryAuthors/A/Apollonius%20of%20Perga/n84-3189.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.154.1|"Apollonius of Tyana"|tlg0619|"PrimaryAuthors/A/Apollonius%20of%20Tyana/viaf25393339.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.155.1|"Apollophanes Comicus 5./4. Jh. v. Chr"|tlg0414|"PrimaryAuthors/A/Apollophanes/Apollophanes.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.156.1|"Apollophanes Stoicus 3. Jh. v. Chr"|tlg2168|"PrimaryAuthors/A/Apollophanes%20Stoicus/ApollophanesStoicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.157.1|"Appianus of Alexandria"|tlg0551|"PrimaryAuthors/A/Appianus/n81-28285.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.158.1|"Appius Claudius Pulcher ca. 1. Jh. v. Chr"|stoa0029a|"PrimaryAuthors/A/Appius%20Claudius%20Pulcher/viaf10651979.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.159.1|"Aprissius"|phi0410|"PrimaryAuthors/A/Aprissius/nr95-31032.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.160.1|"Apuleius"|stoa0030|"PrimaryAuthors/A/Apuleius/n80-126286.xml.mads.xml"|"phi1212"|""|published||feed_aggregator|
urn:cite:perseus:primauth.161.1|"Aquila Romanus"|stoa0030b|"PrimaryAuthors/A/Aquila%20Romanus/nr96-29288.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.162.1|"Aquilius fl. 174-154 B.C"|phi0005|"PrimaryAuthors/A/Aquilius/nr95-31175.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.163.1|"Aquillius Niger"|stoa0030c|"PrimaryAuthors/A/Aquilius%20Niger/AquilliusNiger.mads.xml"|""|"phistoa0030c.phistoa001"|published||feed_aggregator|
urn:cite:perseus:primauth.164.1|"Arabius Epigrammaticus 6. Jh"|tlg4035|"PrimaryAuthors/A/Arabius%20Scholasticus/ArabiusScholasticus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.165.1|"Ararus Comicus um 376/373 v. Chr"|tlg0415|"PrimaryAuthors/A/Ararus%20Comicus/ArarusComicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.166.1|"Aratus Solensis"|tlg0653|"PrimaryAuthors/A/Aratus/n82-138923.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.167.1|"Arbonius Silo"|phi0703|"PrimaryAuthors/A/Arbonius%20Silo/nr95-22099.mads.xml"|""|"stoa0032.stoa001"|published||feed_aggregator|
urn:cite:perseus:primauth.168.1|"Arcesilaus Comicus 5. Jh. v. Chr"|tlg0520|"PrimaryAuthors/A/Arcesilaus%20Comicus/Arcesilaus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.169.1|"Archedemus Tarsensis 3. Jh. v. Chr"|tlg1173|"PrimaryAuthors/A/Archedemus/ArchedmeusTarsensis.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.170.1|"Archedicus Comicus 4./3. Jh. v. Chr"|tlg0416|"PrimaryAuthors/A/Archedicus/Archedicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.171.1|"Archelaus Chersonensis 4./3. Jh. v. Chr"|tlg0570|"PrimaryAuthors/A/Archelaus/archelaus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.172.1|"Archestratus of Gela"|tlg1175|"PrimaryAuthors/A/Archestratus%20of%20Gela/n84-81488.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.173.1|"Archias Epigr"|tlg0126|"PrimaryAuthors/A/Archias%20of%20Antioch/ArchiasAntioch.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.174.1|"Archias, Aulus Licinius b. 120 B.C"||"PrimaryAuthors/A/Archias/n84-234520.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.175.1|"Archilochus"|tlg0232|"PrimaryAuthors/A/Archilochus/n80-8559.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.176.1|"Archimedes"|tlg0552|"PrimaryAuthors/A/Archimedes/n80-104666.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.177.1|"Archimelus Epigrammaticus 3. Jh. v. Chr"|tlg0131|"PrimaryAuthors/A/Archimelus/archimelus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.178.1|"Archippus Comicus um 415/412 v. Chr"|tlg0417|"PrimaryAuthors/A/Archippus/archippus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.179.1|"Aretaeus of Cappadocia"|tlg0719|"PrimaryAuthors/A/Aretaeus/n85-229153.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.180.1|"Arethas Archbishop of Caesarea (Cappadocia) ca. 860-ca. 940"|tlg2130|"PrimaryAuthors/A/Arethas/nr98-3748.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.181.1|"Argentarius, Marcus fl.1. Jh. v. Chr./1. Jh. n. Chr"|tlg0132|"PrimaryAuthors/A/Argentarius%2C%20Marcus/Argentarius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.182.1|"Arion fl. 628-625 B.C"|tlg2658|"PrimaryAuthors/A/Arion/n77-11076.xml.mads.xml"|"tlg2658x001"|"tlg0297.tlg001"|published||feed_aggregator|
urn:cite:perseus:primauth.183.1|"Ariphron Sicyonius um 405/398 v. Chr"|tlg0378|"PrimaryAuthors/A/Ariphron/ariphron.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.184.1|"Aristaenetus"|tlg4000|"PrimaryAuthors/A/Aristaenetus/aristaenetus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.185.1|"Aristagoras Comicus 5. Jh. v. Chr"|tlg0418|"PrimaryAuthors/A/Aristagoras/aristagoras.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.186.1|"Aristagoras Milesius 4. Jh. v. Chr"|tlg1190|"PrimaryAuthors/A/Aristagoras%20Milesius/viaf7774645.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.187.1|"Aristarchus Tegeates 5. Jh. v. Chr"|tlg0306|"PrimaryAuthors/A/Aristarchus%20of%20Tegea/aristarchus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.188.1|"Aristarchus of Samos"|tlg1181|"PrimaryAuthors/A/Aristarchus%20of%20Samos/n82-68128.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.189.1|"Aristarchus of Samothrace ca. 217-145 B.C"|tlg1767|"PrimaryAuthors/A/Aristarchus%20of%20Samothrace/n84-220855.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.190.1|"Aristias Tragicus 5. Jh. v. Chr"|tlg0305|"PrimaryAuthors/A/Aristias/aristias.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.191.1|"Aristides Quintilianus"|tlg2054|"PrimaryAuthors/A/Aristides%20Quintilianus/n82-148820.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.192.1|"Aristides, Aelius"|tlg0284|"PrimaryAuthors/A/Aristides%2C%20Aelius/viaf89043754.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.193.1|"Aristippus 435?-356? B.C"|tlg2513|"PrimaryAuthors/A/Aristippus/n89239531.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.194.1|"Aristodemus Historicus 4. Jh. v. Chr./2. Jh. n. Chr"|tlg2148|"PrimaryAuthors/A/Aristodemus%20Historicus/viaf76705877.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.195.1|"Aristodicus Rhodius 3. Jh. v. Chr"|tlg0133|"PrimaryAuthors/A/Aristodicus/aristodicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.196.1|"Aristomenes Comicus 5./4. Jh. v. Chr"|tlg0419|"PrimaryAuthors/A/Aristomenes/aristomenes.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.197.1|"Ariston Epigrammaticus 3./1. Jh. v. Chr"|tlg0134|"PrimaryAuthors/A/Ariston/ariston.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.198.1|"Ariston of Chios"|tlg1193|"PrimaryAuthors/A/Ariston%20of%20Chios/n83-180710.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.199.1|"Aristonous Corinthius 3. Jh. v. Chr"|tlg0204|"PrimaryAuthors/A/Aristonous/aristonous.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.200.1|"Aristonymus Comicus 5./4. Jh. v. Chr"|tlg0420|"PrimaryAuthors/A/Aristonymus/aristonymus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.201.1|"Aristophanes Boeotus 4. Jh. v. Chr"|tlg1196|"PrimaryAuthors/A/Aristophanes%20Boeotus/viaf34843395.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.202.1|"Aristophanes"|tlg0019|"PrimaryAuthors/A/Aristophanes/n79-72756.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.203.1|"Aristophon 4th cent. B.C"|tlg0421|"PrimaryAuthors/A/Aristophon/aristophon.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.204.1|"Aristotle"|tlg0086|"PrimaryAuthors/A/Aristotle/n79-4182.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.205.1|"Aristoxenus"|tlg0088|"PrimaryAuthors/A/Aristoxenus/n83-48707.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.206.1|"Arrian"|tlg0074|"PrimaryAuthors/A/Arrian/n79-23201.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.207.1|"Arruntius, L. (Lucius) fl. 43-17 B.C"|phi0414|"PrimaryAuthors/A/Arruntius%2C%20L/nr95-28971.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.208.1|"Artemidorus Daldianus"|tlg0553|"PrimaryAuthors/A/Artemidorus%20Daldianus/n50-74037.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.209.1|"Artemidorus Tarsensis 1. Jh. v. Chr"|tlg0135|"PrimaryAuthors/A/Artemidorus%20Tarsensis/artemidorus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.210.1|"Artemon Epigrammaticus 3. Jh. v. Chr"|tlg0136|"PrimaryAuthors/A/Artemon/artemon.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.211.1|"Asclepiades of Adramyttium"|tlg0137b|"PrimaryAuthors/A/Asclepiades%20of%20Adramyttium/AsclepiadesAdramyttium.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.212.1|"Asclepiades of Samos"|tlg0137|"PrimaryAuthors/A/Asclepiades%20of%20Samos/n99-14922.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.213.1|"Asclepiadius"|stoa0027b|"PrimaryAuthors/C/Carmina%20Duodecim%20Sapientum/n2003-40998.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.214.1|"Asclepiodotus"|tlg0556|"PrimaryAuthors/A/Asclepiodotus/n93-40321.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.215.1|"Asclepius of Tralles"|tlg4018|"PrimaryAuthors/A/Asclepius%20Tralles/n00123190.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.216.1|"Asconius Pedianus, Quintus 9 B.C.-76 A.D"|stoa0036|"PrimaryAuthors/A/Asconius/n82-231398.xml.mads.xml"|"phi0803"|""|published||feed_aggregator|
urn:cite:perseus:primauth.217.1|"Asellio, Sempronius fl. 150-91 B.C"|phi0300|"PrimaryAuthors/A/Asellio%20%28Sempronius%29/nr95-28757.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.218.1|"Asinius Quadratus, Gaius 3. Jh. n. Chr"|tlg2122|"PrimaryAuthors/A/Asinius%20Quadratus/AsiniusQuadratus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.219.1|"Asius Samius 6. Jh. v. Chr"|tlg0242|"PrimaryAuthors/A/Asius/AsiusSamius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.220.1|"Aspasius"|tlg0615|"PrimaryAuthors/A/Aspasius/n98088007.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.221.1|"Asterius, Turcius Rufius Apronianus"|stoa0037a|"PrimaryAuthors/A/Asterius%2C%20Turcius%20Rufius%20Apronianus/n82-123827.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.222.1|"Astrampsychus"|tlg2642|"PrimaryAuthors/A/Astrampsychus/nr00015647.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.223.1|"Astydamas Tragicus 4. Jh. v. Chr"|tlg0325|"PrimaryAuthors/A/Astydamas/astydamas.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.224.1|"Ateius Praetextatus, L. (Lucius) fl. 86-29 B.C"|phi0416|"PrimaryAuthors/A/Ateius%20Praetextatus/nr95-27407.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.225.1|"Athanasius Saint, Patriarch of Alexandria d. 373"|stoa0038|"PrimaryAuthors/A/Athanasius/n79-145591.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.226.1|"Athanis Syracusanus 4. Jh. v. Chr"|tlg2387|"PrimaryAuthors/A/Athanis%20Syracusanus/viaf54536725.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.227.1|"Athenaeus epigr"|tlg0141|"PrimaryAuthors/A/Athenaeus%2C%20epigr/athenaeus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.228.1|"Athenaeus of Naucratis"|tlg0008|"PrimaryAuthors/A/Athenaeus/n80-51703.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.229.1|"Athenio Comicus 3./2. Jh. v. Chr"|tlg0422|"PrimaryAuthors/A/Athenio%20Comicus/AthenioComicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.230.1|"Atherianus, Julius"|phi1604|"PrimaryAuthors/A/Atherianus%2C%20Julius/nr95-28967.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.231.1|"Atilius"|phi0007|"PrimaryAuthors/A/Atilius/nr95-31014.mads.xml"|"stoa0039"|""|published||feed_aggregator|
urn:cite:perseus:primauth.232.1|"Atta, Titus Quinctius d. 77 B.C"|phi0418|"PrimaryAuthors/A/Atta%2C%20Titus%20Quinctius/n85-297967.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.233.1|"Atticus, Titus Pomponius"|stoa0039a|"PrimaryAuthors/A/Atticus%2C%20Titus/n85-143752.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.234.1|"Aufidius Bassus fl. 1st cent. A.D"|phi0809|"PrimaryAuthors/A/Aufidius%20Bassus/nr95-28966.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.235.1|"Augurinus, Sentius"|phi1218|"PrimaryAuthors/A/Augurinus%20Sentius/nr95-21467.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.236.1|"Augustine Saint, Bishop of Hippo"|stoa0040|"PrimaryAuthors/A/Augustine/n80-126290.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.237.1|"Augustus Emperor of Rome 63 B.C.-14 A.D"|stoa0041|"PrimaryAuthors/A/Augustus/n79-33006.xml.mads.xml"|"phi1221"|""|published||feed_aggregator|
urn:cite:perseus:primauth.238.1|"Aulus Licinius Archias Epigr"|tlg0127|"PrimaryAuthors/A/Aulus%20Licinius%20Archias%2C%205th%20Cent%20B.C/AulusLiciniusArchias.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.239.1|"Aurelian Emperor of Rome ca. 215-275"||"PrimaryAuthors/A/Aurelian%2C%20Emperor/nr93-15014.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.240.1|"Aurelianus Festivus ca. 3. Jh"|stoa0041b|"PrimaryAuthors/A/Aurelius%20Festivus/viaf175319052.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.241.1|"Aurelius Romulus"|stoa0042a|"PrimaryAuthors/A/Aurelius%20Romulus/AureliusRomulus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.242.1|"Aurunculeius Cotta, Lucius gest. 53 v. Chr"|stoa0103a|"PrimaryAuthors/C/Cotta%2C%20Lucius%20Aurunculeis/Cotta.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.243.1|"Ausonius, Decimus Magnus"|stoa0045|"PrimaryAuthors/A/Ausonius%2C%20Decimus%20Magnus/n80-128611.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.244.1|"Autocrates Comicus 5./4. Jh. v. Chr"|tlg0423|"PrimaryAuthors/A/Autocrates/autocrates.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.245.1|"Autolycus Pitanaeus um 300 v.Chr"|tlg1210|"PrimaryAuthors/A/Autolycus/autolycus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.246.1|"Automedon Cyzicenus 1. Jh. n. Chr"|tlg0140|"PrimaryAuthors/A/Automedon/automedon.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.247.1|"Avianus"|stoa0046|"PrimaryAuthors/A/Avianus/n81-7446.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.248.1|"Avienus, Rufius Festus"|stoa0047|"PrimaryAuthors/A/Avienus/n82-144559.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.249.1|"Avitus Gallonius "|stoa0047b|"PrimaryAuthors/A/Avitus%20Gallonius/AvitusGallonius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.250.1|"Avitus Saint, Bishop of Vienne"|stoa0047a|"PrimaryAuthors/A/Avitus%2C%20saint/n85-289308.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.251.1|"Axionicus Comicus 4. Jh. v. Chr"|tlg0424|"PrimaryAuthors/A/Axionicus/axionicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.252.1|"Babrius"|tlg0651|"PrimaryAuthors/B/Babrius/n84-133329.xml.mads.xml"|""|"tlg0614.tlg001"|published||feed_aggregator|
urn:cite:perseus:primauth.253.1|"Baccheius Senex fl.3./4. Jh. n. Chr"|tlg2136|"PrimaryAuthors/B/Bacchius%20Senex/viaf27422620.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.254.1|"Bacchylides"|tlg0199|"PrimaryAuthors/B/Bacchylides/n50-58180.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.255.1|"Bacis Eleus 6./5. Jh. v. Chr"|tlg0142|"PrimaryAuthors/B/Bacis/bacis.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.256.1|"Bacon, Roger 1214?-1294"|stoa0048b|"PrimaryAuthors/B/Bacon%2C%20Roger/n50-19200.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.257.1|"Baebius Macer, Marcus 1./2. Jh"|stoa0048c|"PrimaryAuthors/B/Baebius%20Macer%2C%20Marcus/BaebiusMacer.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.258.1|"Balbillus Astrologus 1. Jh. n. Chr"|tlg1215|"PrimaryAuthors/B/Balbillus/balbilllus.mads.xml"|"stoa0048d"|""|published||feed_aggregator|
urn:cite:perseus:primauth.259.1|"Balbus, Lucius Cornelius"|stoa0049a|"PrimaryAuthors/B/Balbus%2C%20Lucius%20Cornelius/n86-2525.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.260.1|"Balbus, T. Ampius"|stoa0049b|"PrimaryAuthors/B/Balbus%2C%20T.%20Ampius/Balbus%28T.Ampius%29.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.261.1|"Balde, Jakob 1604-1668"|stoa0049c|"PrimaryAuthors/B/Balde%2C%20Jakob/n83-20071.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.262.1|"Baptista Mantuanus 1448-1516"|stoa0050a|"PrimaryAuthors/B/Baptista%2C%20Mantuanus/n85-99826.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.263.1|"Basilides Scythopolitanus ca. 3. Jh. n. Chr"|tlg2398|"PrimaryAuthors/B/Basilides%20Scythpolitanus/BasilidesScythopolitanus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.264.1|"Basilius Valentinus"||"PrimaryAuthors/B/Basilius/n84-68210.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.265.1|"Bato Comicus 3. Jh. v. Chr"|tlg0425|"PrimaryAuthors/B/Bato%20Comicus/BatoComicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.266.1|"Bede the Venerable, Saint 673-735"|stoa0054|"PrimaryAuthors/B/Bede/n80-39744.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.267.1|"Bembo, Pietro 1470-1547"|stoa0054b|"PrimaryAuthors/B/Bembo/n50-78865.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.268.1|"Bernard of Clairvaux, Saint 1090 or 91-1153"|stoa0056a|"PrimaryAuthors/B/Bernard%2C%20of%20Clairvaux/n79-59107.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.269.1|"Bernard of Cluny 12th cent"|stoa0056b|"PrimaryAuthors/B/Bernard%2C%20of%20Cluny/n88-682250.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.270.1|"Berosus the Chaldean"|tlg1222|"PrimaryAuthors/B/Berosus%20the%20Chaldean/n82131988.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.271.1|"Besantinus Epigrammaticus 2. Jh. n. Chr"|tlg0144|"PrimaryAuthors/B/Besantinus/besantinus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.272.1|"Bianor Bithynius um 17 n. Chr"|tlg0145|"PrimaryAuthors/B/Bianor/bianor.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.273.1|"Bias Prienaeus 6. Jh. v. Chr"|tlg1223|"PrimaryAuthors/B/Bias%20Prienaeus/BiasPrienaeus.mads.xml"|"tlg1667"|""|published||feed_aggregator|
urn:cite:perseus:primauth.274.1|"Bibaculus, M. Furius (Marcus Furius) b. 103 B.C"|phi0432|"PrimaryAuthors/B/Bibaculus/nr95-22097.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.275.1|"Bion Proconnesius 3. Jh. n. Chr"|tlg1871|"PrimaryAuthors/B/Bion%20Proconnesius/viaf54536773.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.276.1|"Bion of Phlossa near Smyrna"|tlg0036|"PrimaryAuthors/B/Bion/n79-108895.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.277.1|"Biottus Comicus post 2. B. C"|tlg1792|"PrimaryAuthors/B/Biottus%20Comicus/BiottusComicus.mads.xml"|""|""|published||feed_aggregator|
